"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
809,"jeweled viper death",,0,"jeweled viper death",,1,2309,0,0,0,-25,-10,3,0,100,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,100,115,2310,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
810,"jeweled viper bite",,0,"jeweled viper bite",,1,66,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,"web entangle",,0,"This spell entangles you down in the massive web.",,1,2329,0,0,0,100,100,3,0,-50,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,115,8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"web slow",,0,"This spell slows you down in the massive web.",,1,2330,0,0,0,125,125,3,0,-50,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,68,200,122,272,122,106,122,57,122,283,115,8536,0,0,0,0,0,0,0,0
813,"misc",,40,"#2 effect for blizzard",,1,2338,0,0,0,4,10,3,0,100,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,-10,22,-15,5,-25,115,85,52,10,0,0,0,0,0,0,0,0
814,"mind flayer summon",,0,,,1,66,0,0,0,1,1,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,321,12,321,12,321,12,321,12,321,12,321,12,321,12,321,12,321,12,321
816,"divine courage","dcor",45,"This holy spell enhances the courage of your","party, making them excel at combat!",1,110,0,0,45,3,3,3,0,-90,13,40,4,0,2,3,55,0,0,0,0,5,2,0,0,18,0,22,15,4,3,115,2395,122,304,122,347,122,1315,97,0,0,0,0,0
818,"mamba fear effect",,200,"Mamba Fear Effect",,1,1569,0,0,0,20,20,3,0,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,115,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,"mamba fear spell",,200,"Mamba Fear Spell",,1,66,0,0,0,0,0,3,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,"mamba poison",,0,"Mamba Poison",,1,8448,0,0,0,30,80,1,0,0,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,"AG Wail",,0,"Wail of the Ancestral Guardian",,1,2403,0,0,0,-20,-20,3,1,100,12,40,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,71,10,101,246,115,247,144,0,0,0,0,0,0,0,0,0,0,0
822,"terror",,0,"Monkey Spirit Terror",,1,2404,0,0,0,100,100,3,1,100,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,115,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,"resist cold","rcol",4,"This spell creates a barrier that will reduce the","damage you take from cold attacks.",0,66,32,0,6,6,6,3,1,0,2,70,0,0,1,0,18,2,1,1,1,0,0,0,4,3,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
824,"resist fire","rfir",6,"This spell creates a barrier that will reduce the","damage you take from Fire attacks.",0,66,32,0,8,4,4,3,1,-5,2,70,4,0,1,0,22,2,1,1,1,0,0,0,10,5,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
825,"chant","chan",6,"This spell will add to the accuracy of all good","aligned users in the room.",0,66,32,0,10,3,3,3,1,-5,13,40,4,0,2,0,32,0,0,0,0,1,5,0,20,22,0,115,66,122,75,122,15,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
826,"resist lightning","rlit",9,"This spell protects the target from lightning,","magical or otherwise.",0,66,32,0,10,1,1,3,1,0,2,60,4,0,3,0,20,1,1,1,1,1,0,0,10,66,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
827,"speed","sped",12,"This spell speeds you up!",,0,66,32,0,12,85,85,3,1,-20,2,20,4,0,1,0,32,0,0,0,0,1,0,0,0,87,0,115,66,122,59,122,271,122,282,122,218,122,396,0,489,0,8224,0,32
828,"slow","slow",10,"This spell slows down a target.",,0,66,32,0,12,125,125,3,2,-20,8,20,4,0,1,0,32,0,0,0,0,1,0,0,0,87,0,52,0,115,66,68,200,122,57,122,272,122,283,122,106,0,0,0,32
829,"confusion","conf",14,"This spell makes the target confused.",,0,66,32,0,12,25,25,3,2,-30,8,10,4,0,1,0,0,0,0,0,0,0,0,0,0,71,0,101,8489,52,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
830,"envelops",,0,"burning for fire elementals",,1,66,0,0,0,2,2,0,0,100,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,66,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,"rapid healing","rhel",11,"This spell causes you to heal hit points while","resting at an accelerated rate.",0,66,0,0,8,200,200,3,1,-20,2,60,4,0,3,0,0,0,0,0,0,0,0,0,0,123,100,108,0,122,138,122,674,115,66,0,0,0,0,0,0,0,0,0,0
832,"frenzy","fren",15,"This spell puts the target into a battle frenzy,","increasing all attack power, but lowering defense.",1,66,1,0,18,5,5,3,1,-25,2,10,4,0,1,2,30,0,0,0,0,1,2,0,0,105,5,4,2,87,85,2,-10,7,-10,115,66,36,-10,0,810,0,811,0,0
833,"bone necklace","flux",0,"This spell creates a field of regenerative mana","around the target.",1,66,1,0,20,-100,150,3,1,-25,1,80,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,"fire portal",,0,,,1,3445,1,0,0,100,100,3,0,100,1,0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,"salt spray",,0,"Salt Spray for Shaman",,1,463,0,1000,0,20,50,0,1,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,"fear",,0,"brine hag fear spell",,1,2427,0,0,0,100,100,3,1,100,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,115,8543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,"entangle",,0,"Sahuagin Shaman Entangle",,1,201,0,1000,0,1,1,3,2,100,8,0,4,0,0,0,0,0,0,0,0,0,0,8,0,74,0,115,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,"form of the crane","cfrm",40,"The wide sweeping attacks of the crane form are","slow, more deliberate and very deadly.",1,8517,1,0,0,150,150,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2911,0,2439,0,10,0,20,0,10,0,5,0,839,0,840,0,841,0,842
839,"form of the dragon","dfrm",50,"The awesome spirit of the dragon enables","a powerful defense and invokes a potent offense.",1,66,1,0,0,839,839,3,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2910,0,840,0,841,0,842,0,838,0,200,0,100,0,2440,0,0,0,858
840,"form of the gorilla","gfrm",40,"Specializing in poweful fist blows to crush your","opponent. Once invoked, defense becomes secondary.",1,8517,1,0,0,-10,-10,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2912,0,2441,0,10,0,-15,0,50,0,838,0,839,0,841,0,842,0,0
841,"form of the monkey","mfrm",40,"Once the spirit of the monkey takes over the body,","fast precise strikes are highly common.",1,8517,1,0,0,10,10,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2913,0,2442,0,10,0,10,0,3,0,2443,0,838,0,839,0,840,0,842
842,"form of the viper","vfrm",50,"The viper spirit invokes a weaving defensive","stance to complement its deadly striking ability.",1,8517,1,0,0,15,15,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2914,0,20,0,15,0,-50,0,2444,0,838,0,839,0,840,0,841,0,0
843,"snake summon",,0,"Snake Summon",,1,66,1,0,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2762,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,"salca dart",,30,"salca dart",,1,606,0,0,0,-40,-40,3,0,100,8,12,4,0,0,0,0,0,0,0,0,0,0,0,0,96,0,115,2452,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,"fangblade poison",,0,"fangblade poison",,1,3436,1,0,0,15,35,1,0,100,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,0,120,3437,0,0,0,0,0,0,0,0,0,0,0,0
846,"bane dart",,30,"Bane Dart Spell",,1,606,0,0,0,-10,-5,3,0,100,8,120,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,115,2453,144,0,52,0,0,0,0,0,0,0,0,0,0,0
847,"net",,0,"Entangle for second combats for taslois",,1,2468,0,0,0,1,1,0,2,100,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,74,0,1,2,2,-5,115,2119,144,0,0,0,0,0,0,0,0,0,0,0
848,"chain",,0,"chain spell",,1,2469,0,0,0,100,100,3,0,0,8,30,4,0,0,0,0,0,0,0,0,0,0,1,0,52,0,144,0,74,0,115,2470,0,0,0,0,0,0,0,0,0,0,0,0
849,"darkwood staff",,0,"spell for darkwood staff",,1,2173,1,0,0,100,100,3,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,2173,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,"fall from bridge",,0,"fall from bridge",,1,2476,1,0,0,80,150,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,"bridge trigger spell",,200,"spell triggered by bridge",,1,66,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,"web spell","web",0,,,0,66,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2813,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,"wrathful curse","wcur",40,"This spell strikes your opponents blind, mute and","cripple!",1,7,0,0,25,100,100,3,2,-100,8,7,4,0,2,2,0,0,0,0,0,0,0,0,0,74,0,76,0,13,-999,22,-15,18,-2,115,8540,52,0,0,0,0,0,0,0
854,"nature tap","ntap",32,"This spell helps you tap into a lifeline of the","wild forces of nature to increase mana regen!",1,7,32,0,20,-100,150,3,1,-100,1,100,4,0,3,3,50,1,1,2,1,1,0,0,0,145,0,120,2511,115,2512,0,854,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
855,"cure for takata leaf",,0,"Cure for takata leaf",,1,2506,0,0,0,8,8,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,19,122,794,122,798,0,0,0,0,0,0,0,0,0,0,0,0
856,"chain lightning",,20,"storm giant death",,1,1033,1,1000,0,125,200,0,0,100,12,0,3,0,1,3,55,0,0,0,0,0,0,0,0,17,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,"golden idol teleport",,0,"golden idol teleport",,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,"form of the dragon",,50,,,1,2545,0,0,0,100,100,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,159,0,89,10,92,4,90,10,34,-10,123,200,93,5,115,2440,91,10,94,6
859,"heros tabard",,30,"heros tabard",,1,2520,0,0,0,200,200,3,0,100,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,123,0,22,10,115,2521,144,0,0,0,0,0,0,0,0,0,0,0,0,0
860,"inquisitors cloak",,30,"inquisitors cloak",,1,2520,0,0,0,1,1,3,0,100,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,107,0,79,0,115,2522,144,0,52,0,0,0,0,0,0,0,0,0,0,0
861,"firebrand cape",,30,"firebrand cape",,1,2520,0,0,0,0,0,3,0,100,1,15,4,0,0,0,50,10,1,10,1,0,0,0,0,4,0,115,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"folds of worship",,30,"folds of worship",,1,2520,0,0,0,75,75,3,0,100,1,75,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,"faithkeeper",,30,"faithkeeper",,1,2520,0,0,0,3,3,3,0,100,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,87,80,115,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,"death's shadow",,30,"deaths shadow",,1,2520,1,0,0,0,0,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,115,2526,22,5,58,5,0,0,0,0,0,0,0,0,0,0,0,0
865,"shawl of fortune",,30,"shawl of fortune",,1,2528,0,0,0,15,15,3,0,100,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,115,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,"tails of battle",,20,"tails of battle",,1,2530,0,0,0,70,70,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,87,0,4,5,115,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,"runed cape",,30,"runed cape",,1,2532,0,0,0,30,30,3,0,100,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,57,100,115,2533,145,20,0,0,0,0,0,0,0,0,0,0,0,0
868,"leafwoven cloak",,30,"leafwoven cloak",,1,2534,0,0,0,30,30,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,"mantle of the woodsman",,30,"mantle of the woodsman",,1,2536,0,0,0,25,25,3,0,100,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,117,0,118,25,115,2537,4,5,38,100,0,0,0,0,0,0,0,0,0,0
870,"peasant cloak",,30,"peasant cloak",,1,2538,0,0,0,100,100,3,0,100,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"dark phoenix death",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,"cloak of faith",,30,"cloak of faith",,1,2520,0,0,0,10,10,3,0,100,1,50,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,2,115,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,"smite",,0,"for text blocks",,1,2548,33,0,0,1,1,3,1,1,2,60,4,0,0,0,30,10,1,10,1,1,2,0,12,4,0,115,8532,0,50,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
874,"speed",,0,"for text blocks",,1,2549,33,0,0,85,85,3,1,-20,2,20,4,0,0,0,32,0,0,0,0,1,0,0,0,87,0,115,8537,122,59,122,271,122,282,122,218,122,396,122,57,122,168,122,183
875,"magic armour",,0,"for text blocks",,1,2550,33,0,0,10,10,3,1,-5,1,60,4,0,0,0,15,0,0,0,0,1,3,0,0,7,0,115,8533,2,5,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
876,"rapid healing",,0,"for text blocks",,1,2551,1,0,0,200,200,3,1,-20,2,60,4,0,0,0,0,0,0,0,0,0,0,0,0,123,100,108,0,115,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,"dark phoenix temp",,0,,,1,66,0,0,0,0,0,3,0,100,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,"remove forms",,40,,,1,66,1,0,0,10,10,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,879,122,858,122,880,122,881,122,882,0,200,0,100,0,2440,0,0,0,858
879,"form of the crane","cfrm",40,"The wide sweeping attacks of the crane form are","slow, more deliberate and very deadly.",1,8517,0,0,0,0,0,3,0,0,1,300,4,0,0,0,50,10,1,10,1,0,0,0,0,94,0,93,0,90,0,91,0,58,-5,115,2439,89,-10,92,-5,0,0,0,842
880,"form of the gorilla","gfrm",40,"Specializing in powerful fist blows to crush your","opponent. Once invoked, defense becomes secondary.",1,8517,0,0,0,0,0,3,0,0,1,300,4,0,0,0,50,10,2,10,1,0,0,0,0,92,0,115,2441,2,-5,34,-15,7,50,89,5,90,-5,91,-5,93,-5,94,-5
881,"form of the monkey","mfrm",40,"Once the spirit of the monkey takes over the body,","fast precise strikes are highly common.",1,8517,0,0,0,-5,0,3,0,0,1,300,4,0,0,0,0,0,0,0,0,0,0,0,0,58,0,115,2442,92,5,93,4,71,5,101,2443,94,3,0,0,0,840,0,842
882,"form of the viper","vfrm",50,"The viper spirit invokes a weaving defensive","stance to complement its deadly striking ability.",1,8517,0,0,0,3,6,3,0,0,1,300,4,0,0,0,60,0,0,0,0,0,0,0,0,94,0,7,-40,91,10,90,-5,115,2444,89,-10,92,-5,93,-5,34,10,0,0
883,"bite",,0,"fangblade bite",,1,2558,1,0,0,10,35,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,"envelops",,0,"burning spell",,1,8597,0,0,0,6,8,0,0,100,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,115,8596,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,"alder chest open",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,"orc warlord summon",,0,"summon",,1,66,0,0,0,541,541,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,726,12,726,12,727,12,729,12,729,12,728,12,728,144,0,0,0,0,0
887,"orc captain summon",,0,"summon",,1,66,0,0,0,541,541,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,727,12,727,12,728,12,729,144,0,0,728,0,728,0,0,0,0,0,0
888,"calls for aid",,0,,,0,66,1,1000,0,0,0,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,13,144,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
889,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,"nanati dispel",,0,,,1,66,32,0,0,0,0,3,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
892,"portal teleport",,0,"(spell for lady of the dark shimmering portal)",,0,66,1,0,0,956,1039,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,1008,141,7,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,"stealth trap",,0,,,1,66,32,0,0,-200,-200,3,0,100,11,1,4,0,0,0,32,0,0,0,0,0,0,0,2,14,0,0,0,27,-200,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
894,"drain life",,0,,,0,919,1,0,0,2,8,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,"icy breath",,25,"freeze breath",,1,2601,0,0,0,0,0,0,0,200,12,0,0,0,0,0,0,1,9,1,4,0,0,0,0,1,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"drain spell",,25,"drain spell for fangblade",,1,2602,1,0,0,-30,-10,0,0,200,8,0,4,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,"globe of the elements","gele",29,"With this spell you summon a globe of elemental","protection around you!",1,3381,0,0,25,25,25,3,1,-75,1,100,4,0,3,3,0,0,0,0,0,0,0,0,0,3,0,115,2604,122,1053,5,0,66,0,65,0,122,28,122,29,122,32,0,0
898,"storm mountain",,0,,,1,66,0,0,0,0,0,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-25,0,106,0,84,0,0,0,-5,0,-15,0,0,0,0
899,"necromantic storm",,0,"area drain for mage monsters",,1,2606,0,1000,0,0,0,0,0,100,12,0,4,0,0,0,55,1,10,1,4,0,0,0,0,8,0,120,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,"frigid blast of wind",,25,"frigid wind",,1,2607,0,0,0,4,8,0,0,200,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-10,74,1,7,-100,115,196,0,0,0,0,0,0,0,0,0,0
901,"freeze spell",,25,"freeze spell",,1,2608,0,0,0,5,15,0,1,200,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,"dying assassin",,0,,,0,66,0,0,0,365,365,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,745,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,"ice chest open",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,"lady dark death",,0,,,1,2620,32,0,0,9999,9999,3,0,100,1,10,4,0,0,0,32,0,0,0,0,0,0,0,2,14,0,0,2091,0,-200,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
905,"poison darts",,0,"poison tipped blow darts",,1,66,0,0,0,12,20,3,0,100,8,60,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,144,0,115,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,"deed give",,0,,,1,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,"deed give",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,"darkwood forest spell",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,9054,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,"lady dark temp",,0,,,1,2642,0,0,0,0,0,3,0,100,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,"carved ivory mask",,0,,,1,632,1,0,0,15,30,3,0,100,1,60,4,0,0,0,0,0,0,0,0,0,0,0,0,77,0,13,200,120,2917,115,2644,0,9999,0,0,0,0,0,0,0,0,0,0
918,"silvermere spell",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9053,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,"smoking blackwood chest open",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"stone chest open",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,"frozen death",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,"necro summon",,0,"summon",,1,66,0,0,0,9065,9065,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,726,0,727,0,729,0,729,0,728,0,728,0,0,0,0,0,0
923,"bridge jump",,0,,,1,2665,0,0,0,2590,2594,3,0,200,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,1,120,2798,0,729,0,729,0,728,0,728,0,0,0,0,0,0
924,"glowing tunnel rgen",,0,,,1,66,0,0,0,-300,300,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,66,0,727,0,729,0,729,0,728,0,728,0,0,0,0,0,0
925,"temple noise",,0,,,1,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9127,115,66,0,727,0,729,0,729,0,728,0,728,0,0,0,0,0,0
926,"necro summon",,0,"summon",,1,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9068,0,775,0,772,0,774,0,772,0,770,0,771,0,0,0,0,0,0
927,"earthquake hold",,28,,,1,1,0,1,0,100,100,3,0,200,12,4,4,0,3,3,0,0,0,0,0,0,0,0,0,74,0,115,648,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
