"Number","Line 1","Line 2","Line 3"
2041,"Ice freezes %s for %d damage!","Ice freezes you for %d damage!","Ice freezes %s for %s damage!"
2042,"You make a powerful incantation!","%s makes a powerful incantation!","%s makes a powerful incantation!"
2043,"Spiritual power strikes %s for %d damage!","Spiritual power strikes you for %d damage!","Spiritual power strikes %s for %s damage!"
2044,"The nekojin elder takes your money and hands you a heavy copper amulet.",,
2045,"A shimmering field blocks your passage!",,
2046,"The %s smacks you for %d damage!","The %s smacks %s for %s damage!","The high priest shrieks to his god, and falls dead!"
2047,"Your search turns up a small key made of red iron.",,
2048,"You do not find anything of note.",,
2049,,"The %s %s at you for %d damage!","The %s %s at %s for %s damage!"
2050,"A serpentine tentacle bursts through the wall!",,
2051,"The %s rips you for %d damage!","The %s rips %s for %s damage!","The spiny tentacle slumps to the ground, and snaps back into the wall."
2052,"The %s devours you for %d damage!","The %s devours %s for %s damage!","The hideous abomination grunts, and draws back into its hole!"
2053,"The revolting beast swallows you whole!","%s is swallowed whole!",
2054,,"Stomach bile burns you for %d damage!",
2055,"With a tremendous heave, you are spit back up!",,
2056,,"%s is spit back up by the hideous abomination!",
2057,"%s is spit back up!",,
2058,"The %s chops you for %d damage!","The %s chops %s for %s damage!","The animal-headed man makes a gurgling sound, and falls dead!"
2059,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The manscorpion hisses in pain, and slumps to the ground."
2060,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The manscorpion king erupts in a flash of conflicting elements!"
2061,"You jump into the pit!","%s jumps into the pit!","%s jumps down from above, landing with a heavy thud."
2062,"The %s stomps on you for %d damage!","The %s stomps on %s for %s damage!","The hydra falls dead with a thundrous crash!"
2063,"You slowly climb up the rough stone wall, out of the pit.","%s climbs the rough stone wall.",
2064,,"%s climbs up out of the pit!",
2065,"You walk into the dark tunnel.","%s enters the dark tunnel.",
2066,,"%s walks into the room.",
2067,"You have been given a new quest cloak!",,
2068,"The %s rips you for %d damage!","The %s rips %s for %s damage!","The head slumps down, bleeding and ruined."
2069,"The %s strikes you for %d damage!","The %s strikes %s for %s damage!","With a gasp, the pharaoh slumps to the ground, defeated!"
2070,"The %s fiercely strikes you for %d damage!","The %s fiercely strikes %s for %s damage!",
2071,,,"The pharaoh crumbles into dust."
2072,,,"The swirling grey portal folds in upon itself with a groan."
2073,"You do not see a portal here.",,
2074,"You leap into the swirling grey portal!","%s leaps into the swirling grey portal!",
2075,"The %s pounds you for %d damage!","The %s pounds %s for %s damage!","The Dao Lord explodes in a shower of energy and matter!"
2076,"You lift up your crescent moon staff, and invoke its power!","%s lifts up a crescent moon staff, and invokes its power!","%s lifts up a crescent moon staff, and invokes its power!"
2077,"%s is healed of %d damage!","You are healed of %d damage!","%s is healed of %s damage!"
2078,"The collar spikes stab %s for %d damage!","The collar spikes stab you for %d damage!","The collar spikes stab %s for %d damage!"
2079,"The rainbow stone glows brightly!","The rainbow stone glows brightly!","%s's rainbow stone glows brightly!"
2080,"Your mana increases!","You gain %d mana!",
2081,"With a blinding flash, you are hurled from this plane!",,
2082,,"%s appears in a blinding flash!",
2083,"Doors on this level creak and thump!",,
2084,"The %s pounds you for %d damage!","The %s pounds %s for %s damage!","The undead priest explodes in a shower of dust and bone."
2085,"The fungus creature blocks your passage!","%s's passage into the room below is blocked by the fungus creature!",
2086,"The %s rips you for %d damage!","The %s rips %s for %s damage!","The fungus beast regenerates!"
2087,"""You, obviously, are too young. Return when you have advanced further.""",,
2088,"""Those not of the holy race have no reason to be here. Be gone!""",,
2089,"""You have already undergone the holy ritual. Your place is assured.""",,
2090,"You avoid a trap, using your expertise in knowledge of traps!",,
2091,"Your illumination spell quickly fades.",,"You are surrounded by a bright glow!"
2092,"Your starlight spell fades away.",,"You are surrounded by a shimmering light!"
2093,"You rub your sunstone wristband.",,"%s rubs a sunstone wristband."
2094,"The wristband flashes brightly!",,"The wristband flashes brightly!"
2095,"The orange glow surrounding you fades.",,"You are surrounded by an orange glow!"
2096,"The river bashes you up against some rocks!","The river bashes %s up against some rocks!",
2097,,"You take %d damage!",
2098,"You can only land on the beach with a water craft!",,
2099,"The %s rakes you with its talons for %d damage!","The %s rakes %s with its talons for %s damage!",
2100,"The %s leaps on you and chomps you for %d damage!","The %s leaps and chomps %s for %s damage!",
2101,"You touch %s.","The %s touches you!","The %s touches %s!"
2102,"%s is seared by cold flame for %d damage!","You are seared by cold flame for %d damage!","%s is seared by cold flame for %s damage!"
2103,"You begin to glow brightly!","%s begins to glow brightly!","%s begins to glow brightly!"
2104,,"The %s touches you with a hazy tendril!","The %s touches %s with a hazy tendril!"
2105,"A hazy red mist floats in from %s!","The hazy red mist floats out to %s!",
2106,,,"The vampiric mist dissipates into the fog."
2107,"A %s stalks in from %s!","The %s stalks out to %s!",
2108,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The feral kang howls in pain, and falls dead!"
2109,"The %s rips you for %d damage!","The %s rips %s for %s damage!",
2110,,"The %s %s at you for %d damage!","The %s %s at %s for %s damage!"
2111,,"The %s hurls a %s at you for %d damage!","The %s hurls a %s at %s for %s damage!"
2112,"A %s walks in from %s.","The %s walks out to %s.",
2113,"The %s cleaves you for %d damage!","The %s cleaves %s for %s damage!","The kang warrior yells for the guardians, and dies!"
2114,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The kang villager cries for aid, and collapses!"
2115,"The %s all-out cleaves you for %d damage!","The %s all-out cleaves %s for %s damage!",
2116,"The %s chops you for %d damage!","The %s chops %s for %s damage!","The kang guardian spits up blood, and falls dead!"
2117,"A massive fanged spider drops into the room from above!","The massive fanged spider follows a web to the %s.","The massive fanged spider scurries into the room from the %s."
2118,"The %s bites you for %d damage!","The %s sinks its fangs into your flesh!","The massive fanged spider spasms sharply and its legs curl underneath."
2119,"You work yourself free.",,"You are entangled in a net!"
2120,"The %s bites you for %d damage!","The %s bites %s for %s damage!","The wild spider spasms sharply and its legs curl underneath itself."
2121,"The wild spider drops into the room from above!","The wild spider follows a web to the %s.","The wild spider scurries into the room from the %s."
2122,"The tasloi shaman hobbles into the room.","The tasloi shaman hobbles off to the %s.","The tasloi shaman hobbles in from the %s."
2123,"The %s whaps you for %d damage!","The %s whaps %s for %s damage!","The tasloi shaman gives you an evil look, then dies."
2124,"The giant wasp flies into the area.","The giant wasp flies off of the %s.","The giant wasp flies into the room from the %s."
2125,"The %s stings you for %d damage!","The %s stings %s for %s damage!","The giant wasp's wings seize as a death spasm rips through its body."
2126,"The tasloi animal master walks into the room.","The tasloi animal master walks off to the %s.","The tasloi animal master walks into the room from the %s."
2127,"The %s smashes you for %d damage!","The %s smashes %s for %s damage!","The tasloi animal master drops to his knees and falls forward."
2128,"A trained spider drops into the room from above!","The trained spider follows a web to the %s.","The trained spider scurries into the room from the %s."
2129,"The %s bites you for %d damage!","The %s bites %s for %s damage!","The trained spider spasms sharply and its legs curl underneath itself."
2130,"A tasloi villager walks into the room.","The tasloi villager walks off to the %s.","The tasloi villager runs into the room from the %s."
2131,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The tasloi villager falls to the ground, his eyes glazed over."
2132,"A tasloi hunter lopes into the room!","The tasloi hunter lopes off to the %s.","The tasloi hunter runs into the room from the %s."
2133,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The tasloi hunter falls backward, dead."
2134,"The %s %s at you for %d!","The %s %s at you for %d!","The %s %s at %s for %d!"
2135,"The tasloi chief drops into the room from above!","The tasloi chief vanishes into the trees.","The tasloi chief runs into the room from the %s."
2136,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The tasloi chief topples to the ground, dead."
2137,"A tasloi warrior drops into the room from above.","The tasloi warrior vanishes into the trees.","The tasloi warrior runs into the room from the %s."
2138,"The %s skewers you for %d damage!","The %s skewers %s for %s damage!","The tasloi warrior slumps to the ground."
2139,"The %s swings at you, but you dodge out of the way!","The %s %s %s, but %s dodges out of the way!","The %s swings at you, but you dodge out of the way!"
2140,"The %s %s you with its %s, but you dodge!","The %s swings at you, but misses!","The %s swings at %s but misses!"
2141,"climb strand","go strand","climb strands"
2142,"You climb up the strand.","%s climbs up the huge strand.","%s just climbed up the huge strand."
2143,"A giant web strand leads up into the trees.",,
2144,"You climb down the strand","%s just climbed down the strand.","%s just climbed down the strand."
2145,,,"The cocoon rips open!"
2146,,"The %s casts %s, stabbing you for %d damage!","The %s casts %s, stabbing the room!"
2147,"You launch a %s at %s for %d damage!","The %s launches a %s that smashes you for %d damage!","The %s launches a %s that smashes %s for %s damage!"
